,SMILES,pce
52,C1ccc2c1c(sc2-c1sc(-c2cncs2)c2occc12)-c1ccc[se]1,4.0429
53,C1C=c2c(cc3cnc4c5[nH]ccc5[se]c4c3c2=C1)C1=CC=C[SiH2]1,4.03847
54,[SiH2]1C(=Cc2c1c1oc3ccc4nsnc4c3c1c1c[nH]cc21)c1ccccn1,4.551225
55,c1ncc(s1)-c1cc2[nH]c3cc4ccncc4cc3c2o1,2.9514859
56,[SiH2]1C=c2ccc3c4nsnc4c4c(sc5cc(-c6ccc[se]6)c6nsnc6c45)c3c2=C1,0.0
57,[SiH2]1C=Cc2c1csc2-c1cc2ccc3c4[nH]ccc4ncc3c2o1,2.0311475
58,[SiH2]1C=c2c3ccc4nsnc4c3c3c4ccccc4c4C=C([SiH2]c4c3c2=C1)c1nccs1,9.7542
59,[SiH2]1C=CC=C1c1cc2ccc3c4ccccc4cnc3c2c2ccccc12,2.2684734
60,c1cc2sc3c(ncc4cc(sc34)-c3cncc4nsnc34)c2s1,0.0
61,[SiH2]1C=c2ccc3c4nsnc4c4c5oc(cc5[nH]c4c3c2=C1)-c1ccccc1,8.470432
62,c1csc(n1)-c1cc2c3nsnc3c3c(oc4ccc5cscc5c34)c2o1,5.107547
63,C1C=c2c3cc[nH]c3c3c4c[nH]cc4c4cc([nH]c4c3c2=C1)-c1ncncn1,1.040757
64,C1C=Cc2c1csc2C1=Cc2sc3c(cnc4cc[se]c34)c2C1,2.8949986
65,c1cc2csc(-c3cnc4c(c3)c3nsnc3c3c5ccccc5c5cscc5c43)c2o1,5.3932524
66,C1C=c2c3cc(sc3c3c4nsnc4c4cc[nH]c4c3c2=C1)-c1cccc2=C[SiH2]C=c12,5.9057994
67,C1C=Cc2c1csc2-c1cc2sc3c(cnc4ccc5cscc5c34)c2[nH]1,1.9984959
68,c1csc(c1)-c1ccc2c3[se]c4cccnc4c3c3cscc3c2c1,2.5816755
69,c1scc2c(cccc12)-c1cc2c3cscc3c3c4cnccc4[nH]c3c2cn1,3.1438327
70,c1cc2csc(-c3cnc(s3)-c3sc(-c4ccccn4)c4cc[se]c34)c2[nH]1,3.6240182
71,C1c(ccc1-c1scc2sccc12)-c1ccc([se]1)-c1ccc[nH]1,1.1508366
72,C1C=Cc2c1csc2-c1cc2[se]c3cc4ccc5=C[SiH2]C=c5c4cc3c2s1,4.489186
73,[SiH2]1c(ccc1-c1ccc(-c2scc3cc[nH]c23)c2cocc12)-c1scc2[se]ccc12,3.110903
74,[SiH2]1cccc1-c1ncc(-c2cccc3cscc23)c2nsnc12,10.084843
75,[SiH2]1C(=Cc2ncc3c(c12)c1ccccc1c1ccc2nsnc2c31)c1cccs1,6.8595557
76,C1C=c2c3ccoc3c3c4c[nH]cc4c4cc(-c5cncs5)c5=C[SiH2]C=c5c4c3c2=C1,2.8666456
77,[SiH2]1cccc1-c1sc(-c2sc(-c3cncs3)c3cc[SiH2]c23)c2nccnc12,10.086133
78,C1C=c2c3cc(sc3c3[nH]c4ccc5cscc5c4c3c2=C1)-c1scc2C=CCc12,1.1215268
79,c1cc2csc(-c3cc4cc5c6nsnc6c6ccncc6c5cc4c4cocc34)c2[se]1,4.943283
80,c1ncc(s1)-c1cc2[nH]c3cc4ccc5cscc5c4cc3c2s1,2.56178
81,c1scc2c1ccc1cc3[nH]c4cc(-c5ccccn5)c5ccccc5c4c3cc21,1.8454543
82,C1C=Cc2ccc3c([nH]c4cc(sc34)-c3cccc4=C[SiH2]C=c34)c12,5.5120344
83,[SiH2]1C=c2ccc3c4nsnc4c4c5sc(cc5sc4c3c2=C1)-c1ccccc1,10.17736
84,c1cc2c(sc(-c3cncs3)c2o1)-c1sc(-c2cccc3cscc23)c2[se]ccc12,4.443201
85,c1scc2c1c1ccc3nsnc3c1c1ncc3cc(cnc3c21)-c1nccc2nsnc12,0.0
86,[SiH2]1C=c2cccc(-c3cc4[se]c5cc6ccc7cocc7c6cc5c4[se]3)c2=C1,6.9708414
87,C1C=CC=C1C1=Cc2c(C1)c1[nH]c3cc[nH]c3c1c1ccccc21,0.0
88,[SiH2]1c(ccc1-c1sc(-c2nccs2)c2ccsc12)-c1scc2occc12,5.061464
89,c1coc(c1)-c1cc2c3nsnc3c3c4ccccc4c4cocc4c3c2c2c[nH]cc12,4.2808957
90,[SiH2]1ccc2csc(c12)-c1ncc(s1)-c1sc(c2[SiH2]ccc12)-c1cccc2cocc12,4.063812
91,c1cc2c(scc2[nH]1)-c1cc2[se]c3c(sc4ccc5ccccc5c34)c2o1,1.4846672
92,C1ccc2c1c(sc2-c1sc(-c2cccc3cocc23)c2[se]ccc12)-c1ccc[nH]1,2.293843
93,[SiH2]1C=c2ccc3[SiH2]c4c([nH]c5cc(oc45)-c4scc5[se]ccc45)-c3c2=C1,3.3150842
94,c1cc2c(scc2o1)-c1cc2cnc3ccc4nsnc4c3c2c2nsnc12,7.719586
95,C1C=c2c3C=C([SiH2]c3c3ccc4ccsc4c3c2=C1)c1scc2nccnc12,6.601863
96,C1C=c2c3c4ncc(cc4oc3c3cnccc3c2=C1)-c1cccnc1,3.442082
97,C1C=Cc2c1c1c3cocc3c3cc(sc3c1c1nsnc21)-c1scc2ccsc12,5.7978735
98,C1C=c2c3c4ncc(cc4oc3c3ccccc3c2=C1)C1=CC=CC1,2.635223
99,c1cc2csc(-c3ccc(-c4ccc(-c5cncs5)c5cscc45)c4cscc34)c2o1,3.2463667
100,c1csc(c1)-c1cc2[nH]c3cc4ccc5cocc5c4cc3c2c2c[nH]cc12,1.0719155
101,C1C(=Cc2c1c1oc3cccnc3c1c1c[nH]cc21)c1ccccn1,2.0706062
102,[SiH2]1C(=Cc2c1c1c3cscc3c3ccc4cscc4c3c1c1nsnc21)c1ccccc1,7.522276
103,C1C=c2c3cccnc3c3c4nsnc4c4cc(oc4c3c2=C1)-c1scc2C=CCc12,5.6890416
104,c1csc(n1)-c1cc2sc3ccccc3c2[se]1,2.357027
105,C1ccc2c1c(sc2-c1scc2occc12)-c1sc(-c2scc3cc[se]c23)c2ccsc12,2.7034953
106,c1cc2[se]c(cc2s1)-c1cc2c(ccc3c[nH]cc23)o1,1.0956571
107,C1C=Cc2c1c1c3nsnc3c3cc(ccc3c1c1ccccc21)-c1scc2occc12,4.6938605
108,C1C=c2c3cc([se]c3c3c4nsnc4c4ccoc4c3c2=C1)C1=CC=CC1,5.072285
109,C1C=c2c3cc(cnc3c3c4nsnc4c4cc[se]c4c3c2=C1)-c1cccc2=C[SiH2]C=c12,7.2714477
110,C1C=c2ccc3[nH]c4c5[nH]c(cc5[nH]c4c3c2=C1)C1=CC=CC1,0.0
111,C1C=c2c(cc3[nH]c-4c([SiH2]c5ccoc-45)c3c2=C1)-c1ccc[se]1,0.90935135
112,C1cc2cccc(-c3ccc(nc3)-c3ccc(cc3)-c3cccc4c[SiH2]cc34)c2c1,5.3580747
113,[SiH2]1ccc2csc(c12)-c1sc(-c2cnc(s2)-c2nccc3nsnc23)c2ccsc12,0.0
114,[SiH2]1ccc2csc(c12)-c1sc(-c2ccc(o2)-c2scc3ccsc23)c2ccsc12,2.8561666
115,C1ccc2c1c(sc2-c1ccc(cc1)-c1nccc2nsnc12)-c1cccs1,9.05115
116,C1C=Cc2[se]c3c([se]c4cc(sc34)-c3ccc[nH]3)c12,1.2805947
117,[SiH2]1c(ccc1-c1scc2nccnc12)-c1cnc(s1)-c1scc2ccsc12,7.5767765
118,[SiH2]1cc2c-3c(-ncc4ccncc-34)c3c4cocc4ccc3c2c1,7.4599195
119,c1[nH]cc2c(cccc12)-c1cc2cnc3c(oc4ccc5ccccc5c34)c2c2c[nH]cc12,1.4675109
120,[SiH2]1C=c2c3cc[nH]c3c3sc4C=C([SiH2]c4c3c2=C1)c1ccco1,2.4925687
121,[SiH2]1C=c2ccc3c4cocc4c4c(ncc5cc(-c6cncs6)c6=C[SiH2]C=c6c45)c3c2=C1,9.209179
122,c1cc2c(scc2o1)-c1cc2[nH]c3cc4ccc5ccccc5c4cc3c2s1,2.4981916
123,[SiH2]1C=Cc2ncc3c(cnc4cc(ncc34)-c3scc4nccnc34)c12,5.50556
124,[SiH2]1C=Cc2csc(c12)-c1cc2cc3[se]c4ccoc4c3cc2[se]1,2.2064497
125,C1ccc2csc(c12)-c1sc(-c2sc(-c3[SiH2]ccc3)c3[SiH2]ccc23)c2ccCc12,3.9185212
126,c1csc(n1)-c1cnc2c(cnc3cc4ccncc4cc23)c1,3.3944473
127,C1C=CC=C1c1ccc2c(c1)c1c[nH]cc1c1c2ncc2ccc3=C[SiH2]C=c3c12,5.2773037
128,c1occ2c(cccc12)-c1ccc(nc1)-c1ccc(nc1)-c1ccccn1,2.5125554
129,C1C(=Cc2ccc3c4cnccc4c4cscc4c3c12)c1cccc2cocc12,3.4146593
130,c1cc2c([nH]1)c1c3ccccc3c3cc(sc3c1c1ccccc21)-c1scc2sccc12,2.566914
131,[SiH2]1C=Cc2csc(C3=Cc4[se]c5c6sccc6c6cocc6c5c4[SiH2]3)c12,4.619778
132,c1c[se]c(c1)-c1cnc(-c2sc(-c3ncncn3)c3occc23)c2nsnc12,0.0
133,C1C=c2c3C=CCc3c3ncc4cc(ncc4c3c2=C1)-c1cccs1,4.2742677
134,C1C=Cc2cnc3c(oc4cc(-c5cccs5)c5cscc5c34)c12,2.918584
135,[SiH2]1C=c2c(cc3sc4c([se]c5ccc6cscc6c45)c3c2=C1)-c1scc2[se]ccc12,6.4100184
136,C1C=c2c3cc([se]c3c3c(c4[nH]ccc4c4=CCC=c34)c2=C1)-c1scc2nccnc12,1.7843231
137,c1occ2c1c1cc(oc1c1ncc3ccc4cscc4c3c21)-c1cccc2cscc12,3.0702336
138,c1csc(n1)-c1ccc(-c2sc(-c3cncs3)c3ccsc23)c2cscc12,5.61223
139,c1cc2c(scc2[nH]1)-c1cc2[se]c3c4sccc4sc3c2c2nsnc12,4.7265644
140,c1csc(n1)-c1cc2c3c[nH]cc3c3c4occc4[se]c3c2c2c[nH]cc12,0.8829566
141,C1C=CC=C1c1cc2cnc3c4[se]ccc4c4cocc4c3c2c2=C[SiH2]C=c12,6.8941817
142,C1C=c2ccc3sc4cc(C5=CC=C[SiH2]5)c5ccccc5c4c3c2=C1,3.2242434
143,[SiH2]1C=Cc2oc3c4[nH]c(cc4oc3c12)-c1scc2[nH]ccc12,0.0
144,c1occ2c1ccc1ncc3c4ccc(cc4[se]c3c21)-c1cccc2nsnc12,6.16332
145,[SiH2]1C(=Cc2sc3c(c12)c1cocc1c1ccc2cscc2c31)c1scc2ccoc12,3.5211585
146,C1ccc2c1c(sc2-c1cccnc1)-c1ccc(o1)-c1cccs1,2.3971567
147,[SiH2]1C=CC=C1c1cc2ccc3c(sc4cc[se]c34)c2[nH]1,2.9915545
148,C1C=c2cccc(C3=Cc4cc5oc6ccoc6c5cc4C3)c2=C1,3.020612
149,c1csc(n1)-c1sc(-c2ncc(s2)-c2cccc3nsnc23)c2ccoc12,8.931029
150,C1C=Cc2sc3c(ccc4cc(cnc34)-c3cccc4ccccc34)c12,1.2595458
151,C1C=CC=C1c1cc2[nH]c3c(c4cscc4c4ccc5ccccc5c34)c2c2c[nH]cc12,0.39315173
152,C1C(=Cc2ccc3c4occc4c4cscc4c3c12)c1ncncn1,4.032022
153,c1coc(c1)-c1cc2cnc3c4[nH]ccc4c4cocc4c3c2c2cocc12,2.2991743
154,c1c[nH]c(c1)-c1cc2oc3c(c4c[nH]cc4c4ccc5c[nH]cc5c34)c2c2cocc12,0.0
155,c1cc2c3cscc3c3c4[se]c(cc4c4nsnc4c3c2[nH]1)-c1cccc2cocc12,5.991297
156,C1C=Cc2csc(c12)-c1cc2sc3c4sccc4c4c[nH]cc4c3c2c2c[nH]cc12,0.7033816
157,c1occ2c1c(cc1[se]c3cc4ccccc4cc3c21)-c1cncc2nsnc12,10.206822
158,[SiH2]1C=Cc2c1csc2C1=Cc2c([SiH2]1)c1cc3[SiH2]C=Cc3cc1c1c[nH]cc21,3.4798818
159,c1cc2c(scc2s1)-c1sc(-c2ncc(-c3scc4cc[se]c34)c3nsnc23)c2sccc12,8.257733
160,C1C=c2c(cc3c(c4sc5cccnc5c4c4=C[SiH2]C=c34)c2=C1)-c1scc2C=CCc12,6.744082
161,[SiH2]1C=c2c3cc(sc3c3oc4ccsc4c3c2=C1)-c1scc2cc[nH]c12,3.565878
162,C1ccc2csc(c12)-c1sc(-c2ncc(-c3ncncn3)c3nsnc23)c2[se]ccc12,0.0
163,C1ccc2c1csc2-c1cnc(s1)-c1ccc(cn1)-c1scc2[SiH2]ccc12,3.560054
164,c1coc(c1)-c1ccc(-c2ccc(cc2)-c2scc3nccnc23)c2nsnc12,7.4203825
165,c1cc2[se]c3c(oc4cc(sc34)-c3scc4c3c3ccccc3c3ccccc43)c2o1,1.5433747
166,c1cc2c(scc2[nH]1)-c1cc2cc3c4c[nH]cc4c4ccc5c[nH]cc5c4c3cc2cn1,0.6890133
167,c1cc2c3cocc3c3c4ccc(cc4[se]c3c2s1)-c1nccc2nsnc12,9.580813
168,C1C=Cc2c1c1oc3cc(-c4cncc5nsnc45)c4cscc4c3c1c1cocc21,7.2679505
169,c1csc(n1)-c1ccc(o1)-c1sc(-c2scc3ccoc23)c2[nH]ccc12,1.0760628
170,C1C=Cc2c1c1sc3C=C(Cc3c1c1cscc21)c1cncs1,2.8681555
171,C1C=c2c3ccsc3c3ccc4cc(oc4c3c2=C1)-c1ccco1,2.1784174
172,C1cc2cccc(-c3ccc(-c4cnc(s4)-c4scc5sccc45)c4c[nH]cc34)c2c1,2.7240806
173,C1C=c2c3C=CCc3c3sc4cc(-c5scc6C=CCc56)c5nsnc5c4c3c2=C1,4.2250924
174,[SiH2]1C=c2ccc3[se]c4c5[nH]c(cc5c5ccccc5c4c3c2=C1)-c1scc2[SiH2]C=Cc12,4.806349
175,[SiH2]1C=c2c3cc(oc3c3c4cocc4ccc3c2=C1)C1=CC=C[SiH2]1,5.1175013
176,c1cc2c(sc(-c3sc(-c4scc5occc45)c4[se]ccc34)c2[nH]1)-c1scc2sccc12,1.2911648
177,C1C=c2c(cc3cnc4ccc5c[nH]cc5c4c3c2=C1)-c1cccc2ccccc12,2.6414492
178,C1C=Cc2cc3c(cc12)c1[SiH2]C(=Cc1c1=C[SiH2]C=c31)c1cncc2nsnc12,10.154322
179,c1cc2c(scc2s1)-c1ccc2c(c1)[se]c1c2[se]c2ccc3nsnc3c12,6.529717
180,[SiH2]1C(=Cc2c1c1oc3ccccc3c1c1cscc21)c1ccc[se]1,4.8313246
181,c1cc2c(scc2s1)-c1ccc(nc1)-c1ccc(cc1)-c1cccc2cocc12,2.7191153
182,C1C=c2c(cc3c(c4ccc5ccc6c[nH]cc6c5c4c4=CCC=c34)c2=C1)-c1ccco1,1.2092379
183,[SiH2]1cccc1-c1ccc(-c2ccc(-c3scc4[nH]ccc34)c3c[nH]cc23)c2cocc12,1.4032621
184,[SiH2]1cc2c(ccc(-c3sc(-c4ccccn4)c4cc[nH]c34)c2c1)-c1cccs1,5.537957
185,c1c[nH]c(c1)-c1cc2ccc3cc4ccncc4cc3c2c2cocc12,4.5398283
186,c1c[nH]c(c1)-c1cnc2c(c1)c1ccccc1c1c3[nH]ccc3c3nsnc3c21,3.622616
187,[SiH2]1C=c2ccc3[nH]c4c5oc(cc5c5ccccc5c4c3c2=C1)-c1ccco1,2.95547
188,[SiH2]1C=Cc2cnc3c4[nH]c(cc4c4cscc4c3c12)-c1ccc[nH]1,1.9718221
189,C1C=Cc2ncc3c4ccc(cc4c4c[nH]cc4c3c12)-c1scc2[SiH2]C=Cc12,1.2714268
190,c1cc2oc3c(c4c[nH]cc4c4cc(-c5scc6[se]ccc56)c5c[nH]cc5c34)c2s1,0.39095268
191,c1cc2c(scc2o1)-c1cc2cnc3cc4cc[se]c4cc3c2[se]1,3.3155684
192,c1cc2csc(-c3cc4c5cscc5c5c6ccccc6c6c[nH]cc6c5c4[nH]3)c2s1,1.0892259
193,C1C(=Cc2cc3sc4ccsc4c3cc12)c1ccc[nH]1,1.1281356
194,C1C=c2c3C=C[SiH2]c3c3[nH]c4cc(sc4c3c2=C1)-c1cncs1,2.915886
195,C1C=c2c3cc(oc3c3ncc4ccc5c[nH]cc5c4c3c2=C1)-c1cccc2cocc12,1.9311075
196,C1ccc2c1c(sc2-c1scc2occc12)-c1cnc(s1)-c1scc2sccc12,3.946856
197,[SiH2]1ccc2csc(c12)-c1ncc(-c2cnc(s2)-c2scc3cc[nH]c23)c2nsnc12,0.0
198,C1C=c2c(cc3c4nsnc4c4cc[se]c4c3c2=C1)-c1ccc[nH]1,6.1327868
199,c1ncc(s1)-c1cc2sc3ccc4nsnc4c3c2cn1,5.2531724
200,c1cc2csc(-c3cc4c5cscc5c5c6[nH]ccc6ccc5c4c4cocc34)c2[nH]1,1.988396
201,C1C=c2c(cc3c4cocc4c4c5cnccc5[se]c4c3c2=C1)-c1cccc2c[nH]cc12,3.956904
202,c1cc2csc(-c3cc4ccc5c6occc6ncc5c4c4nsnc34)c2[nH]1,6.877965
203,[SiH2]1C=CC2=C1C=C([SiH2]2)c1cc2[nH]ccc2[se]1,3.652653
204,C1C=Cc2csc(c12)-c1cnc2c(c1)c1nsnc1c1c3[se]ccc3ccc21,3.919394
205,c1occ2c(cccc12)-c1cc2c3cscc3c3c4cnccc4c4cscc4c3c2[se]1,4.377739
206,C1C=Cc2[nH]c3c(sc4cc(-c5cncc6nsnc56)c5cscc5c34)c12,6.0714536
207,[SiH2]1C=c2cccc(-c3cc4[se]c5c6[se]ccc6c6nsnc6c5c4c4c[nH]cc34)c2=C1,5.2201643
208,C1C(=Cc2c1c1oc3ccoc3c1c1nsnc21)c1cccc2=C[SiH2]C=c12,7.07699
209,C1ccc2c1c(sc2-c1ccc(cc1)-c1ccccc1)-c1scc2[se]ccc12,2.2115092
210,C1C=c2c(cc3cc4cc5ccccc5cc4cc3c2=C1)-c1scc2cc[nH]c12,2.8633907
211,C1ccc2c1csc2-c1ccc([nH]1)-c1ncc(s1)-c1scc2[nH]ccc12,1.1250606
212,C1C=c2ccc3c4cscc4c4c(cnc5cc(C6=CC=C[SiH2]6)c6nsnc6c45)c3c2=C1,6.825294
213,[SiH2]1cc2cccc(-c3ccc(cn3)-c3ncc(-c4scc5cc[nH]c45)c4nsnc34)c2c1,0.0
214,C1C=CC=C1c1cc2oc3c4[nH]ccc4c4nsnc4c3c2o1,2.4596612
215,C1cc2cccc(-c3sc(-c4Cc(cc4)-c4scc5cc[se]c45)c4cc[nH]c34)c2c1,0.0
216,C1C=c2ccc3c4c[nH]cc4c4c(oc5cc(C6=CC=C[SiH2]6)c6c[nH]cc6c45)c3c2=C1,0.0
217,C1cccc1-c1ccc([nH]1)-c1ccc(nc1)-c1cccs1,1.6928685
218,[SiH2]1C=Cc2c1c1ncc3cc(-c4scc5cc[nH]c45)c4cscc4c3c1c1nsnc21,6.5449357
219,[SiH2]1C=c2c(cc3[nH]c4-c5ccccc5[SiH2]c4c3c2=C1)-c1cncc2nsnc12,7.776786
220,C1C=c2c(cc3c4ccccc4c4c5ccccc5[se]c4c3c2=C1)C1=CC=C[SiH2]1,4.9550333
221,C1C=CC=C1c1cc2c3cocc3c3c4sccc4c4cocc4c3c2c2ccccc12,2.9290287
222,c1csc(c1)-c1cc2c3cocc3c3cc4ccc5ccccc5c4cc3c2cn1,2.045268
223,c1occ2c1ccc1cc3cnc4cc([se]c4c3cc21)-c1cccc2nsnc12,7.330006
224,C1C=Cc2c1csc2-c1cc2cnc3c4[se]ccc4c4c[nH]cc4c3c2o1,1.8456142
225,C1C=c2ccc3ncc4cc5cc([nH]c5cc4c3c2=C1)-c1cccc2=C[SiH2]C=c12,7.140546
226,C1cc2cccc(-c3Cc(cc3)-c3ccc(cn3)-c3ccccc3)c2c1,3.402871
227,C1C=Cc2[nH]c3c(c12)c1c[nH]cc1c1cc(-c2scc4nccnc24)c2nsnc2c31,2.8045578
228,c1c[se]c(c1)-c1cc2cc3ncc4ccc5cocc5c4c3cc2[se]1,3.7572052
229,C1C=c2ccc3cnc4c5cnc(cc5[se]c4c3c2=C1)-c1scc2ccsc12,4.529894
230,C1C=c2c(cc3ccc4c5cnccc5c5cscc5c4c3c2=C1)-c1cncc2nsnc12,9.217724
231,C1C=c2c3C=CCc3c3c(c4CC(=Cc4c4=C[SiH2]C=c34)c3cccnc3)c2=C1,3.4425817
232,c1[nH]cc2c1c(cc1cnc3c4ncccc4[nH]c3c21)-c1nccc2nsnc12,9.264094
233,c1[nH]cc2c(cccc12)-c1cc2c3c[nH]cc3c3c4cnccc4oc3c2c2nsnc12,4.3203664
234,c1c(sc2c1sc1c2c2ccccc2c2cccnc12)-c1ccccc1,1.7643645
235,[SiH2]1C=Cc2c1csc2-c1cc2ccc3c4[nH]ccc4c4nsnc4c3c2[se]1,3.3986166
236,C1cccc1-c1ccc(nc1)-c1ccc(-c2scc3ccsc23)c2c[nH]cc12,1.8108276
237,[SiH2]1ccc2c1c(sc2-c1cccnc1)-c1sc(-c2scc3occc23)c2occc12,3.9392953
238,c1scc2c1c(cc1ncc3c4ncccc4c4cscc4c3c21)-c1scc2nccnc12,6.063996
239,[SiH2]1ccc2c1csc2-c1ccc(nc1)-c1ccc(o1)-c1cccc2nsnc12,6.599409
240,C1C=c2c3cc(ncc3c3cc4c(ccc5ccccc45)cc3c2=C1)C1=CC=C[SiH2]1,3.396889
241,c1cc2c(sc(-c3scc4nccnc34)c2s1)-c1ncc(s1)-c1cccc2cocc12,7.7716503
242,c1cc2csc(-c3cnc4c(c3)sc3c4oc4ccc5cocc5c34)c2o1,2.7721975
243,[SiH2]1C=c2c3cc(oc3c3ccc4cc[nH]c4c3c2=C1)C1=CC=C[SiH2]1,3.9334748
